Country,ISO 3166-1 alpha-3,Year,Total,Temperature,GDP Per Capita (USD),Coal,Oil,Gas,Cement,Flaring,Per Capita
Algeria,DZA,1922.0,0.025648,54,45091,0.022442,0.003206,29.461984960802187,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1924.0,0.029312,30,44963,0.022798,0.006514,29.461984960802187,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1925.0,0.032976,44,33481,0.025648,0.007328,29.461984960802187,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1926.0,0.040304,36,56071,0.03664,0.003664,29.461984960802187,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1927.0,0.058624,62,49792,0.05496,0.003664,29.461984960802187,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1928.0,0.073072,34,38470,0.043968,0.003664,29.461984960802187,0.02544,6.472439418216805,4.704460138509114
Algeria,DZA,1930.0,0.084005,26,56302,0.043968,0.007328,29.461984960802187,0.032709,6.472439418216805,4.704460138509114
Algeria,DZA,1931.0,0.098619,66,20549,0.057074,0.003805,29.461984960802187,0.037741,6.472439418216805,4.704460138509114
Algeria,DZA,1932.0,0.113227,58,21843,0.065952,0.003664,29.461984960802187,0.043611,6.472439418216805,4.704460138509114
Algeria,DZA,1933.0,0.120615,46,22848,0.080608,0.003664,29.461984960802187,0.036343,6.472439418216805,4.704460138509114
Algeria,DZA,1934.0,0.138846,21,54840,0.0916,28.861419144880646,29.461984960802187,0.047246,6.472439418216805,4.704460138509114
Algeria,DZA,1935.0,0.131644,52,40235,0.099819,28.861419144880646,29.461984960802187,0.031825,6.472439418216805,4.704460138509114
Algeria,DZA,1936.0,0.051029,59,20074,0.01832,28.861419144880646,29.461984960802187,0.032709,6.472439418216805,4.704460138509114
Algeria,DZA,1937.0,0.069349,60,27727,0.03664,28.861419144880646,29.461984960802187,0.032709,6.472439418216805,4.704460138509114
Algeria,DZA,1939.0,0.161216,74,33669,0.051296,28.861419144880646,0.10992,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1940.0,0.23816,66,51021,0.14656,28.861419144880646,0.0916,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1942.0,0.498304,23,55071,0.392048,28.861419144880646,0.106256,3.2337239377996987,6.472439418216805,4.704460138509114
Algeria,DZA,1943.0,0.468665,62,32806,0.31144,28.861419144880646,0.117248,0.039977,6.472439418216805,4.704460138509114
Algeria,DZA,1944.0,0.497921,69,20874,0.316441,0.003637,0.130941,0.046901,6.472439418216805,4.704460138509114
Algeria,DZA,1945.0,0.615136,72,24624,0.428688,28.861419144880646,0.135568,0.05088,6.472439418216805,4.704460138509114
Algeria,DZA,1947.0,0.743287,43,49669,0.545936,28.861419144880646,0.135568,0.061783,6.472439418216805,4.704460138509114
Algeria,DZA,1949.0,0.908165,61,21974,0.706336,28.861419144880646,0.139796,0.062033,6.472439418216805,4.704460138509114
Algeria,DZA,1950.0,3.783605,60,35821,1.883296,1.7404,29.461984960802187,0.159909,6.472439418216805,0.419475
Algeria,DZA,1951.0,4.131179,55,49708,2.040848,1.86864,29.461984960802187,0.221691,6.472439418216805,0.445567
Algeria,DZA,1952.0,3.889207,21,48630,1.842992,1.806352,29.461984960802187,0.239863,6.472439418216805,0.408457
Algeria,DZA,1953.0,3.999006,24,51768,1.547625,2.196748,29.461984960802187,0.254633,6.472439418216805,0.409244
Algeria,DZA,1955.0,4.606578,50,27775,1.59384,2.678384,29.461984960802187,0.334354,6.472439418216805,0.449761
Algeria,DZA,1957.0,5.537086,27,25280,1.974896,3.209664,29.461984960802187,0.352526,6.472439418216805,0.517327
Algeria,DZA,1958.0,5.214119,39,37481,1.810016,2.98616,29.461984960802187,0.417943,6.472439418216805,0.476881
Algeria,DZA,1960.0,6.151241,41,56782,1.256752,4.371152,29.461984960802187,0.523337,6.472439418216805,0.539852
Algeria,DZA,1961.0,6.05592,35,57060,0.765313,4.309922,0.4504,0.530285,6.472439418216805,0.522125
Algeria,DZA,1962.0,5.66101,74,24784,0.406441,4.133982,0.688387,0.4322,6.472439418216805,0.480632
Algeria,DZA,1963.0,5.419154,32,34220,0.252816,4.125664,0.60456,0.436114,6.472439418216805,0.452749
Algeria,DZA,1964.0,5.643044,22,25430,0.282128,3.781248,1.1908,0.388868,6.472439418216805,0.463338
Algeria,DZA,1965.0,6.588533,48,42908,0.263955,4.179283,1.778028,0.367267,6.472439418216805,0.532138
Algeria,DZA,1966.0,8.420862,56,21508,0.271136,5.97232,1.85032,0.327086,6.472439418216805,0.667613
Algeria,DZA,1967.0,8.431587,78,56591,0.190445,6.090586,1.790918,0.359638,6.472439418216805,0.653758
Algeria,DZA,1968.0,9.050236,30,48675,0.201602,6.535557,1.884058,0.429019,6.472439418216805,0.686093
Algeria,DZA,1969.0,11.262968,69,55217,0.450525,7.867713,2.476059,0.46867,6.472439418216805,0.834849
Algeria,DZA,1970.0,15.05896,53,23002,0.97096,6.837024,0.135568,0.45792,6.657488,1.091552
Algeria,DZA,1971.0,18.649531,29,20423,0.901344,7.617456,0.674176,0.476091,8.980464,1.321699
Algeria,DZA,1972.0,28.32264,36,21681,0.648528,7.258384,3.136384,0.45792,16.821424,1.961436
Algeria,DZA,1973.0,38.277401,42,22523,0.820736,9.376176,3.147376,0.497897,24.435216,2.588678
Algeria,DZA,1974.0,31.87666,21,25274,0.699824,9.607008,2.451216,0.465188,18.653424,2.10357
Algeria,DZA,1975.0,32.001207,67,56656,0.791333,11.291155,4.458578,0.468769,14.991372,2.035093
Algeria,DZA,1976.0,39.13107,42,31245,0.586185,11.034935,6.063352,0.688317,20.758281,2.371506
Algeria,DZA,1977.0,41.844913,65,43901,0.60456,13.86824,3.605376,0.874065,22.892672,2.442188
Algeria,DZA,1978.0,62.455266,45,22325,0.571584,13.164752,23.856304,1.321426,23.5412,3.542025
Algeria,DZA,1979.0,45.545552,52,31928,0.894016,15.359488,8.167056,1.84136,19.283632,2.507051
Algeria,DZA,1980.0,66.416467,24,36837,1.608496,18.620448,25.479456,2.021667,18.6864,3.544219
Algeria,DZA,1981.0,46.341982,20,30918,1.909095,18.156554,11.16509,2.16531,12.945934,2.394767
Algeria,DZA,1982.0,39.173029,47,24210,1.974896,18.642432,7.170448,2.126325,9.258928,1.958642
Algeria,DZA,1983.0,52.503909,47,37044,3.147595,22.022175,16.610069,2.318268,8.405802,2.538615
Algeria,DZA,1984.0,70.94653,31,31637,4.026736,22.768096,30.510128,2.660562,10.981008,3.316261
Algeria,DZA,1985.0,72.609068,44,36558,3.07776,22.504288,27.69984,2.919788,16.407392,3.280594
Algeria,DZA,1986.0,76.080388,34,27535,2.726016,22.760768,33.08592,3.082516,14.425168,3.324821
Algeria,DZA,1987.0,83.883502,31,46269,2.96784,25.091072,40.117136,3.590606,12.116848,3.55648
Algeria,DZA,1988.0,83.708041,69,52749,2.975038,27.284616,38.972266,3.414988,11.061133,3.452872
Algeria,DZA,1989.0,79.808266,60,43115,2.98616,25.15336,36.672976,3.223338,11.772432,3.206502
Algeria,DZA,1990.0,76.737628,70,22784,2.942192,23.204112,38.908016,2.988636,8.694672,3.007187
Algeria,DZA,1991.0,78.806834,58,32867,2.689376,26.065696,38.428032,2.969362,8.654368,3.015502
Algeria,DZA,1992.0,79.883305,63,50383,2.377936,28.678128,31.93176,2.997929,13.897552,2.986481
Algeria,DZA,1993.0,81.94397,68,48716,1.9236,27.99296,36.097728,2.988434,12.941248,2.995649
Algeria,DZA,1994.0,86.147476,38,42076,2.286238,30.450203,37.385859,2.820683,13.204492,3.083633
Algeria,DZA,1995.0,94.981417,79,21646,1.934592,27.080624,47.221632,3.165241,15.579328,3.335253
Algeria,DZA,1998.0,106.62101,51,55481,2.110464,33.089584,54.641232,3.446434,13.333296,3.562981
Algeria,DZA,2000.0,82.22101,47,51510,1.96024,26.827808,38.534288,3.789426,11.109248,2.671715
Algeria,DZA,2001.0,83.780203,51,43198,2.095808,28.458288,41.029472,3.765771,8.430864,2.685178
Algeria,DZA,2002.0,89.406933,52,31483,2.608768,29.4952,44.653168,4.057717,8.59208,2.827124
Algeria,DZA,2005.0,106.472836,36,21974,2.36328,31.0524,61.210784,5.66154,6.184832,3.23069
Algeria,DZA,2006.0,100.202857,20,55506,2.700368,35.233024,49.306448,6.540025,6.422992,2.996938
Algeria,DZA,2007.0,108.401946,45,22205,3.011808,38.321776,51.07616,7.000746,8.991456,3.18981
Algeria,DZA,2008.0,109.031978,41,44268,3.008246,37.363073,51.550561,7.583376,9.526722,3.153985
Algeria,DZA,2009.0,120.184849,26,46319,1.59384,44.891328,54.894048,8.220337,10.585296,3.414727
Algeria,DZA,2010.0,117.81301,48,30664,1.216486,45.365407,53.367834,8.25231,9.610973,3.285695
Algeria,DZA,2011.0,119.807538,55,22074,1.047872,46.919737,56.720635,8.18722,6.932074,3.278487
Algeria,DZA,2012.0,135.674294,68,23396,1.036882,48.539276,64.114493,7.696658,14.286985,3.64123
Algeria,DZA,2013.0,140.786376,77,35772,0.725472,51.91888,65.450032,7.29842,15.393572,3.704844
Algeria,DZA,2014.0,151.282783,76,24584,0.545922,52.88481,73.831357,7.667871,16.352823,3.903048
Algeria,DZA,2015.0,160.08745,38,34677,0.501968,55.590208,78.768672,8.062014,17.164588,4.048424
Algeria,DZA,2324.0,0.31144,30,34445,0.212512,28.861419144880646,0.098928,3.2337239377996987,6.472439418216805,4.704460138509114
Andorra,AND,1990.0,0.406704,60,55503,64.61560383291817,0.406704,29.461984960802187,3.2337239377996987,6.472439418216805,7.592152
Andorra,AND,1992.0,0.406704,66,41856,64.61560383291817,0.406704,29.461984960802187,3.2337239377996987,6.472439418216805,7.099907
Andorra,AND,1993.0,0.410368,34,42467,64.61560383291817,0.410368,29.461984960802187,3.2337239377996987,6.472439418216805,6.937048
Andorra,AND,1994.0,0.406704,26,27063,64.61560383291817,0.406704,29.461984960802187,3.2337239377996987,6.472439418216805,6.663237
Andorra,AND,1995.0,0.425024,28,28543,64.61560383291817,0.425024,29.461984960802187,3.2337239377996987,6.472439418216805,6.754132
Andorra,AND,1996.0,0.454336,37,25872,64.61560383291817,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,7.082732
Andorra,AND,1997.0,0.465328,72,42253,64.61560383291817,0.465328,29.461984960802187,3.2337239377996987,6.472439418216805,7.194088
Andorra,AND,1998.0,0.490976,61,26317,64.61560383291817,0.490976,29.461984960802187,3.2337239377996987,6.472439418216805,7.531924
Andorra,AND,1999.0,0.51296,79,53862,64.61560383291817,0.51296,29.461984960802187,3.2337239377996987,6.472439418216805,7.812962
Andorra,AND,2000.0,0.523952,49,40844,64.61560383291817,0.523952,29.461984960802187,3.2337239377996987,6.472439418216805,7.927016
Andorra,AND,2001.0,0.523952,57,42937,64.61560383291817,0.523952,29.461984960802187,3.2337239377996987,6.472439418216805,7.725627
Andorra,AND,2002.0,0.53128,63,44962,64.61560383291817,0.53128,29.461984960802187,3.2337239377996987,6.472439418216805,7.498765
Andorra,AND,2003.0,0.534944,46,23442,64.61560383291817,0.534944,29.461984960802187,3.2337239377996987,6.472439418216805,7.238069
Andorra,AND,2004.0,0.560592,21,39254,64.61560383291817,0.560592,29.461984960802187,3.2337239377996987,6.472439418216805,7.286756
Andorra,AND,2005.0,0.575248,65,30169,64.61560383291817,0.575248,29.461984960802187,3.2337239377996987,6.472439418216805,7.206274
Andorra,AND,2006.0,0.545936,25,51892,64.61560383291817,0.545936,29.461984960802187,3.2337239377996987,6.472439418216805,6.8054
Andorra,AND,2007.0,0.538608,58,42122,64.61560383291817,0.538608,29.461984960802187,3.2337239377996987,6.472439418216805,6.89039
Andorra,AND,2008.0,0.538608,50,40128,64.61560383291817,0.538608,29.461984960802187,3.2337239377996987,6.472439418216805,7.081822
Andorra,AND,2009.0,0.516624,25,39668,64.61560383291817,0.516624,29.461984960802187,3.2337239377996987,6.472439418216805,6.995396
Andorra,AND,2010.0,0.516624,39,46811,64.61560383291817,0.516624,29.461984960802187,3.2337239377996987,6.472439418216805,7.223591
Andorra,AND,2011.0,0.490976,44,21216,64.61560383291817,0.490976,29.461984960802187,3.2337239377996987,6.472439418216805,6.957586
Andorra,AND,2012.0,0.487312,73,30756,64.61560383291817,0.487312,29.461984960802187,3.2337239377996987,6.472439418216805,6.862293
Andorra,AND,2013.0,0.47632,25,35868,64.61560383291817,0.47632,29.461984960802187,3.2337239377996987,6.472439418216805,6.674233
Andorra,AND,2016.0,0.468992,67,43216,64.61560383291817,0.468992,29.461984960802187,3.2337239377996987,6.472439418216805,6.465288
Andorra,AND,2017.0,0.465328,28,50659,64.61560383291817,0.465328,29.461984960802187,3.2337239377996987,6.472439418216805,6.302098
Andorra,AND,2018.0,0.49464,75,23935,64.61560383291817,0.49464,29.461984960802187,3.2337239377996987,6.472439418216805,6.594057
Andorra,AND,2019.0,0.479984,21,32694,64.61560383291817,0.479984,29.461984960802187,3.2337239377996987,6.472439418216805,6.287204
Angola,AGO,1951.0,0.249152,48,57598,0.095264,0.153888,29.461984960802187,3.2337239377996987,6.472439418216805,0.054522
Angola,AGO,1953.0,0.274681,59,37153,0.069616,0.190528,29.461984960802187,0.014537,6.472439418216805,0.057722
Angola,AGO,1954.0,0.347904,48,38931,0.076143,0.250183,29.461984960802187,0.021579,6.472439418216805,0.071726
Angola,AGO,1955.0,0.413735,33,52995,0.084272,0.29312,29.461984960802187,0.036343,6.472439418216805,0.083784
Angola,AGO,1956.0,0.501611,31,45464,0.040304,0.417696,29.461984960802187,0.043611,6.472439418216805,0.099881
Angola,AGO,1957.0,0.618681,46,28699,0.080608,0.472656,29.461984960802187,0.065417,6.472439418216805,0.121207
